State_code,State,Muni_code,Municipality,Income
14,Jalisco,14103,Tonila,1994
14,Jalisco,14104,Totatiche,1763
14,Jalisco,14105,Tototlán,1878
14,Jalisco,14106,Tuxcacuesco,1707
14,Jalisco,14107,Tuxcueca,1866
14,Jalisco,14108,Tuxpan,2098
14,Jalisco,14109,Unión de San Antonio,2087
14,Jalisco,14110,Unión de Tula,2162
14,Jalisco,14111,Valle de Guadalupe,2182
14,Jalisco,14112,Valle de Juárez,1877
14,Jalisco,14113,San Gabriel,1816
14,Jalisco,14114,Villa Corona,1996
14,Jalisco,14115,Villa Guerrero,1688
14,Jalisco,14116,Villa Hidalgo,1861
14,Jalisco,14117,Cañadas de Obregón,1729
14,Jalisco,14118,Yahualica de González Gallo,1861
14,Jalisco,14119,Zacoalco de Torres,2020
14,Jalisco,14120,Zapopan,4681
14,Jalisco,14121,Zapotiltic,2191
14,Jalisco,14122,Zapotitlán de Vadillo,1274
14,Jalisco,14123,Zapotlán del Rey,1537
14,Jalisco,14124,Zapotlanejo,1698
14,Jalisco,14125,San Ignacio Cerro Gordo,1495
15,México,15001,Acambay,1227
15,México,15002,Acolman,3012
15,México,15003,Aculco,1546
15,México,15004,Almoloya de Alquisiras,1277
15,México,15005,Almoloya de Juárez,2183
15,México,15006,Almoloya del Río,2427
15,México,15007,Amanalco,1136
15,México,15008,Amatepec,1341
15,México,15009,Amecameca,2210
15,México,15010,Apaxco,1829
15,México,15011,Atenco,2006
15,México,15012,Atizapán,1708
15,México,15013,Atizapán de Zaragoza,4339
15,México,15014,Atlacomulco,1901
15,México,15015,Atlautla,1528
15,México,15016,Axapusco,1656
15,México,15017,Ayapango,1946
15,México,15018,Calimaya,1946
15,México,15019,Capulhuac,2258
15,México,15020,Coacalco de Berriozábal,3974
15,México,15021,Coatepec Harinas,1524
15,México,15022,Cocotitlán,2569
15,México,15023,Coyotepec,1966
15,México,15024,Cuautitlán,4149
15,México,15025,Chalco,2045
15,México,15026,Chapa de Mota,1402
15,México,15027,Chapultepec,2425
15,México,15028,Chiautla,2042
15,México,15029,Chicoloapan,2597
15,México,15030,Chiconcuac,2232
15,México,15031,Chimalhuacán,1889
15,México,15032,Donato Guerra,973
15,México,15033,Ecatepec de Morelos,2837
15,México,15034,Ecatzingo,1439
15,México,15035,Huehuetoca,2834
15,México,15036,Hueypoxtla,1559
15,México,15037,Huixquilucan,4324
15,México,15038,Isidro Fabela,1867
15,México,15039,Ixtapaluca,3388
15,México,15040,Ixtapan de la Sal,1784
15,México,15041,Ixtapan del Oro,849
15,México,15042,Ixtlahuaca,1551
15,México,15043,Xalatlaco,1626
15,México,15044,Jaltenco,2666
15,México,15045,Jilotepec,1602
15,México,15046,Jilotzingo,1940
15,México,15047,Jiquipilco,1332
15,México,15048,Jocotitlán,1824
15,México,15049,Joquicingo,1573
15,México,15050,Juchitepec,1895
15,México,15051,Lerma,2050
15,México,15052,Malinalco,1438
15,México,15053,Melchor Ocampo,2511
15,México,15054,Metepec,4753
15,México,15055,Mexicaltzingo,2186
15,México,15056,Morelos,1279
15,México,15057,Naucalpan de Juárez,3978
15,México,15058,Nezahualcóyotl,2990
15,México,15059,Nextlalpan,1649
15,México,15060,Nicolás Romero,2786
15,México,15061,Nopaltepec,2106
15,México,15062,Ocoyoacac,2485
15,México,15063,Ocuilan,1288
15,México,15064,El Oro,1393
15,México,15065,Otumba,1787
15,México,15066,Otzoloapan,1043
15,México,15067,Otzolotepec,1667
15,México,15068,Ozumba,1861
15,México,15069,Papalotla,2505
15,México,15070,La Paz,2439
15,México,15071,Polotitlán,1669
15,México,15072,Rayón,2193
15,México,15073,San Antonio la Isla,1882
15,México,15074,San Felipe del Progreso,1115
15,México,15075,San Martín de las Pirámides,1967
15,México,15076,San Mateo Atenco,2241
15,México,15077,San Simón de Guerrero,1240
15,México,15078,Santo Tomás,1669
15,México,15079,Soyaniquilpan de Juárez,1612
15,México,15080,Sultepec,936
15,México,15081,Tecámac,3613
15,México,15082,Tejupilco,1470
15,México,15083,Temamatla,2233
15,México,15084,Temascalapa,1744
15,México,15085,Temascalcingo,1263
15,México,15086,Temascaltepec,1433
15,México,15087,Temoaya,1306
15,México,15088,Tenancingo,1774
15,México,15089,Tenango del Aire,1889
15,México,15090,Tenango del Valle,2016
15,México,15091,Teoloyucan,2525
15,México,15092,Teotihuacán,2153
15,México,15093,Tepetlaoxtoc,2169
15,México,15094,Tepetlixpa,1773
15,México,15095,Tepotzotlán,2727
15,México,15096,Tequixquiac,1844
15,México,15097,Texcaltitlán,1283
15,México,15098,Texcalyacac,2011
15,México,15099,Texcoco,3061
15,México,15100,Tezoyuca,2120
15,México,15101,Tianguistenco,1790
15,México,15102,Timilpan,1418
15,México,15103,Tlalmanalco,2584
15,México,15104,Tlalnepantla de Baz,3825
15,México,15105,Tlatlaya,1143
15,México,15106,Toluca,3373
15,México,15107,Tonatico,1970
15,México,15108,Tultepec,2611
15,México,15109,Tultitlán,3115
15,México,15110,Valle de Bravo,1779
15,México,15111,Villa de Allende,1029
15,México,15112,Villa del Carbón,1387
15,México,15113,Villa Guerrero,1549
15,México,15114,Villa Victoria,1190
15,México,15115,Xonacatlán,2181
15,México,15116,Zacazonapan,1796
15,México,15117,Zacualpan,1115
15,México,15118,Zinacantepec,2046
15,México,15119,Zumpahuacán,920
15,México,15120,Zumpango,2061
15,México,15121,Cuautitlán Izcalli,3829
15,México,15122,Valle de Chalco Solidaridad,1978
15,México,15123,Luvianos,1005
15,México,15124,San José del Rincón,795
15,México,15125,Tonanitla,2242
16,Michoacán,16001,Acuitzio,1430
16,Michoacán,16002,Aguililla,1161
16,Michoacán,16003,Álvaro Obregón,1457
16,Michoacán,16004,Angamacutiro,1549
16,Michoacán,16005,Angangueo,1663
16,Michoacán,16006,Apatzingán,1840
16,Michoacán,16007,Aporo,1131
16,Michoacán,16008,Aquila,791
16,Michoacán,16009,Ario,1423
16,Michoacán,16010,Arteaga,1435
16,Michoacán,16011,Briseñas,1746
16,Michoacán,16012,Buenavista,1652
16,Michoacán,16013,Carácuaro,1007
16,Michoacán,16014,Coahuayana,1489
16,Michoacán,16015,Coalcomán de Vázquez Pallares,1537
16,Michoacán,16016,Coeneo,1446
16,Michoacán,16017,Contepec,999
16,Michoacán,16018,Copándaro,1425
16,Michoacán,16019,Cotija,1742
16,Michoacán,16020,Cuitzeo,1530
16,Michoacán,16021,Charapan,1158
16,Michoacán,16022,Charo,1732
16,Michoacán,16023,Chavinda,1525
16,Michoacán,16024,Cherán,1520
16,Michoacán,16025,Chilchota,1422
16,Michoacán,16026,Chinicuila,849
16,Michoacán,16027,Chucándiro,1528
16,Michoacán,16028,Churintzio,1875
16,Michoacán,16029,Churumuco,906
16,Michoacán,16030,Ecuandureo,1541
16,Michoacán,16031,Epitacio Huerta,999
16,Michoacán,16032,Erongarícuaro,1312
16,Michoacán,16033,Gabriel Zamora,1743
16,Michoacán,16034,Hidalgo,1642
16,Michoacán,16035,La Huacana,1030
16,Michoacán,16036,Huandacareo,1815
16,Michoacán,16037,Huaniqueo,1376
16,Michoacán,16038,Huetamo,1527
16,Michoacán,16039,Huiramba,1428
16,Michoacán,16040,Indaparapeo,1461
16,Michoacán,16041,Irimbo,1183
16,Michoacán,16042,Ixtlán,1633
16,Michoacán,16043,Jacona,2025
16,Michoacán,16044,Jiménez,1657
16,Michoacán,16045,Jiquilpan,2334
16,Michoacán,16046,Juárez,1064
16,Michoacán,16047,Jungapeo,1043
16,Michoacán,16048,Lagunillas,1550
16,Michoacán,16049,Madero,1030
16,Michoacán,16050,Maravatío,1320
16,Michoacán,16051,Marcos Castellanos,1962
16,Michoacán,16052,Lázaro Cárdenas,2966
16,Michoacán,16053,Morelia,3589
16,Michoacán,16054,Morelos,1484
16,Michoacán,16055,Múgica,1364
16,Michoacán,16056,Nahuatzen,1197
16,Michoacán,16057,Nocupétaro,862
16,Michoacán,16058,Nuevo Parangaricutiro,1588
16,Michoacán,16059,Nuevo Urecho,748
16,Michoacán,16060,Numarán,1597
16,Michoacán,16061,Ocampo,1160
16,Michoacán,16062,Pajacuarán,1520
16,Michoacán,16063,Panindícuaro,1165
16,Michoacán,16064,Parácuaro,981
16,Michoacán,16065,Paracho,1764
16,Michoacán,16066,Pátzcuaro,2060
16,Michoacán,16067,Penjamillo,1381
16,Michoacán,16068,Peribán,1562
16,Michoacán,16069,La Piedad,2380
16,Michoacán,16070,Purépero,1879
16,Michoacán,16071,Puruándiro,1664
16,Michoacán,16072,Queréndaro,1526
16,Michoacán,16073,Quiroga,1798
16,Michoacán,16074,Cojumatlán de Régules,1533
16,Michoacán,16075,Los Reyes,1839
16,Michoacán,16076,Sahuayo,2145
16,Michoacán,16077,San Lucas,1348
16,Michoacán,16078,Santa Ana Maya,1438
16,Michoacán,16079,Salvador Escalante,1171
16,Michoacán,16080,Senguio,1391
16,Michoacán,16081,Susupuato,685
16,Michoacán,16082,Tacámbaro,1665
16,Michoacán,16083,Tancítaro,934
16,Michoacán,16084,Tangamandapio,1419
16,Michoacán,16085,Tangancícuaro,1762
16,Michoacán,16086,Tanhuato,1798
16,Michoacán,16087,Taretan,1845
16,Michoacán,16088,Tarímbaro,3588
16,Michoacán,16089,Tepalcatepec,1628
16,Michoacán,16090,Tingambato,1498
16,Michoacán,16091,Tingüindín,1744
16,Michoacán,16092,Tiquicheo de Nicolás Romero,951
16,Michoacán,16093,Tlalpujahua,1489
16,Michoacán,16094,Tlazazalca,1579
16,Michoacán,16095,Tocumbo,1901
16,Michoacán,16096,Tumbiscatío,868
16,Michoacán,16097,Turicato,965
16,Michoacán,16098,Tuxpan,1487
16,Michoacán,16099,Tuzantla,957
16,Michoacán,16100,Tzintzuntzan,1546
16,Michoacán,16101,Tzitzio,693
16,Michoacán,16102,Uruapan,2421
16,Michoacán,16103,Venustiano Carranza,1791
16,Michoacán,16104,Villamar,1803
16,Michoacán,16105,Vista Hermosa,1688
16,Michoacán,16106,Yurécuaro,1729
16,Michoacán,16107,Zacapu,2845
16,Michoacán,16108,Zamora,2630
16,Michoacán,16109,Zináparo,1935
16,Michoacán,16110,Zinapécuaro,1557
16,Michoacán,16111,Ziracuaretiro,1206
16,Michoacán,16112,Zitácuaro,1920
16,Michoacán,16113,José Sixto Verduzco,1538
17,Morelos,17001,Amacuzac,1908
17,Morelos,17002,Atlatlahucan,2416
17,Morelos,17003,Axochiapan,1800
17,Morelos,17004,Ayala,2215
17,Morelos,17005,Coatlán del Río,1496
17,Morelos,17006,Cuautla,2633
17,Morelos,17007,Cuernavaca,4869
17,Morelos,17008,Emiliano Zapata,3692
17,Morelos,17009,Huitzilac,2178
17,Morelos,17010,Jantetelco,2013
17,Morelos,17011,Jiutepec,3496
17,Morelos,17012,Jojutla,2928
17,Morelos,17013,Jonacatepec,2047
17,Morelos,17014,Mazatepec,2326
17,Morelos,17015,Miacatlán,1337
17,Morelos,17016,Ocuituco,1484
17,Morelos,17017,Puente de Ixtla,1507
17,Morelos,17018,Temixco,2172
17,Morelos,17019,Tepalcingo,1771
17,Morelos,17020,Tepoztlán,2336
17,Morelos,17021,Tetecala,2531
17,Morelos,17022,Tetela del Volcán,1343
17,Morelos,17023,Tlalnepantla,1347
17,Morelos,17024,Tlaltizapán,2077
17,Morelos,17025,Tlaquiltenango,1962
17,Morelos,17026,Tlayacapan,1873
17,Morelos,17027,Totolapan,1215
17,Morelos,17028,Xochitepec,2435
17,Morelos,17029,Yautepec,2116
17,Morelos,17030,Yecapixtla,1725
17,Morelos,17031,Zacatepec,2899
17,Morelos,17032,Zacualpan,2019
17,Morelos,17033,Temoac,1723
18,Nayarit,18001,Acaponeta,1842
18,Nayarit,18002,Ahuacatlán,2128
18,Nayarit,18003,Amatlán de Cañas,2091
18,Nayarit,18004,Compostela,2023
18,Nayarit,18005,Huajicori,946
18,Nayarit,18006,Ixtlán del Río,2401
18,Nayarit,18007,Jala,1739
18,Nayarit,18008,Xalisco,2854
18,Nayarit,18009,Del Nayar,657
18,Nayarit,18010,Rosamorada,1507
18,Nayarit,18011,Ruíz,1451
18,Nayarit,18012,San Blas,1860
18,Nayarit,18013,San Pedro Lagunillas,1943
18,Nayarit,18014,Santa María del Oro,1650
18,Nayarit,18015,Santiago Ixcuintla,1838
18,Nayarit,18016,Tecuala,1845
18,Nayarit,18017,Tepic,4481
18,Nayarit,18018,Tuxpan,2118
18,Nayarit,18019,La Yesca,568
18,Nayarit,18020,Bahía de Banderas,2862
19,Nuevo León,19001,Abasolo,2282
19,Nuevo León,19002,Agualeguas,2139
19,Nuevo León,19003,Los Aldamas,1801
19,Nuevo León,19004,Allende,3017
19,Nuevo León,19005,Anáhuac,2337
19,Nuevo León,19006,Apodaca,3619
19,Nuevo León,19007,Aramberri,1215
19,Nuevo León,19008,Bustamante,2331
19,Nuevo León,19009,Cadereyta Jiménez,2830
19,Nuevo León,19010,Carmen,2771
19,Nuevo León,19011,Cerralvo,2624
19,Nuevo León,19012,Ciénega de Flores,3293
19,Nuevo León,19013,China,2236
19,Nuevo León,19014,Dr. Arroyo,1181
19,Nuevo León,19015,Dr. Coss,1732
19,Nuevo León,19016,Dr. González,2058
19,Nuevo León,19017,Galeana,1330
19,Nuevo León,19018,García,2639
19,Nuevo León,19019,San Pedro Garza García,7070
19,Nuevo León,19020,Gral. Bravo,3255
19,Nuevo León,19021,Gral. Escobedo,3395
19,Nuevo León,19022,Gral. Terán,1923
19,Nuevo León,19023,Gral. Treviño,2609
19,Nuevo León,19024,Gral. Zaragoza,1122
19,Nuevo León,19025,Gral. Zuazua,2970
19,Nuevo León,19026,Guadalupe,5312
19,Nuevo León,19027,Los Herreras,1828
19,Nuevo León,19028,Higueras,2221
19,Nuevo León,19029,Hualahuises,2824
19,Nuevo León,19030,Iturbide,1527
19,Nuevo León,19031,Juárez,2937
19,Nuevo León,19032,Lampazos de Naranjo,2232
19,Nuevo León,19033,Linares,2690
19,Nuevo León,19034,Marín,2405
19,Nuevo León,19035,Melchor Ocampo,2528
19,Nuevo León,19036,Mier y Noriega,787
19,Nuevo León,19037,Mina,2141
19,Nuevo León,19038,Montemorelos,3265
19,Nuevo León,19039,Monterrey,4724
19,Nuevo León,19040,Parás,2104
19,Nuevo León,19041,Pesquería,2409
19,Nuevo León,19042,Los Ramones,1836
19,Nuevo León,19043,Rayones,1280
19,Nuevo León,19044,Sabinas Hidalgo,3412
19,Nuevo León,19045,Salinas Victoria,1943
19,Nuevo León,19046,San Nicolás de los Garza,5119
19,Nuevo León,19047,Hidalgo,3068
19,Nuevo León,19048,Santa Catarina,3259
19,Nuevo León,19049,Santiago,3971
19,Nuevo León,19050,Vallecillo,1809
19,Nuevo León,19051,Villaldama,2657
20,Oaxaca,20001,Abejones,755
20,Oaxaca,20002,Acatlán de Pérez Figueroa,1246
20,Oaxaca,20003,Asunción Cacalotepec,756
20,Oaxaca,20004,Asunción Cuyotepeji,1268
20,Oaxaca,20005,Asunción Ixtaltepec,1964
20,Oaxaca,20006,Asunción Nochixtlán,1882
20,Oaxaca,20007,Asunción Ocotlán,959
20,Oaxaca,20008,Asunción Tlacolulita,901
20,Oaxaca,20009,Ayotzintepec,1018
20,Oaxaca,20010,El Barrio de la Soledad,2377
20,Oaxaca,20011,Calihualá,832
20,Oaxaca,20012,Candelaria Loxicha,677
20,Oaxaca,20013,Ciénega de Zimatlán,1963
20,Oaxaca,20014,Ciudad Ixtepec,3529
20,Oaxaca,20015,Coatecas Altas,814
20,Oaxaca,20016,Coicoyán de las Flores,445
20,Oaxaca,20017,La Compañía,860
20,Oaxaca,20018,Concepción Buenavista,975
20,Oaxaca,20019,Concepción Pápalo,669
20,Oaxaca,20020,Constancia del Rosario,872
20,Oaxaca,20021,Cosolapa,1619
20,Oaxaca,20022,Cosoltepec,1089
20,Oaxaca,20023,Cuilápam de Guerrero,1782
20,Oaxaca,20024,Cuyamecalco Villa de Zaragoza,590
20,Oaxaca,20025,Chahuites,1367
20,Oaxaca,20026,Chalcatongo de Hidalgo,1120
20,Oaxaca,20027,Chiquihuitlán de Benito Juárez,620
20,Oaxaca,20028,Heroica Ciudad de Ejutla de Crespo,1243
20,Oaxaca,20029,Eloxochitlán de Flores Magón,636
20,Oaxaca,20030,El Espinal,3683
20,Oaxaca,20031,Tamazulápam del Espíritu Santo,1091
20,Oaxaca,20032,Fresnillo de Trujano,858
20,Oaxaca,20033,Guadalupe Etla,2337
20,Oaxaca,20034,Guadalupe de Ramírez,912
20,Oaxaca,20035,Guelatao de Juárez,3252
20,Oaxaca,20036,Guevea de Humboldt,716
20,Oaxaca,20037,Mesones Hidalgo,680
20,Oaxaca,20038,Villa Hidalgo,1005
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,2285
20,Oaxaca,20040,Huautepec,493
20,Oaxaca,20041,Huautla de Jiménez,1069
20,Oaxaca,20042,Ixtlán de Juárez,1215
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,2173
20,Oaxaca,20044,Loma Bonita,1683
20,Oaxaca,20045,Magdalena Apasco,2508
20,Oaxaca,20046,Magdalena Jaltepec,814
20,Oaxaca,20047,Santa Magdalena Jicotlán,1317
20,Oaxaca,20048,Magdalena Mixtepec,507
20,Oaxaca,20049,Magdalena Ocotlán,983
20,Oaxaca,20050,Magdalena Peñasco,636
20,Oaxaca,20051,Magdalena Teitipac,901
20,Oaxaca,20052,Magdalena Tequisistlán,1982
20,Oaxaca,20053,Magdalena Tlacotepec,1817
20,Oaxaca,20054,Magdalena Zahuatlán,911
20,Oaxaca,20055,Mariscala de Juárez,869
20,Oaxaca,20056,Mártires de Tacubaya,816
20,Oaxaca,20057,Matías Romero Avendaño,1808
20,Oaxaca,20058,Mazatlán Villa de Flores,577
20,Oaxaca,20059,Miahuatlán de Porfirio Díaz,1378
20,Oaxaca,20060,Mixistlán de la Reforma,886
20,Oaxaca,20061,Monjas,753
20,Oaxaca,20062,Natividad,1591
20,Oaxaca,20063,Nazareno Etla,3943
20,Oaxaca,20064,Nejapa de Madero,890
20,Oaxaca,20065,Ixpantepec Nieves,904
20,Oaxaca,20066,Santiago Niltepec,1388
20,Oaxaca,20067,Oaxaca de Juárez,4446
20,Oaxaca,20068,Ocotlán de Morelos,1730
20,Oaxaca,20069,La Pe,680
20,Oaxaca,20070,Pinotepa de Don Luis,1250
20,Oaxaca,20071,Pluma Hidalgo,732
20,Oaxaca,20072,San José del Progreso,926
20,Oaxaca,20073,Putla Villa de Guerrero,1309
20,Oaxaca,20074,Santa Catarina Quioquitani,630
20,Oaxaca,20075,Reforma de Pineda,1884
20,Oaxaca,20076,La Reforma,796
20,Oaxaca,20077,Reyes Etla,1369
20,Oaxaca,20078,Rojas de Cuauhtémoc,1911
20,Oaxaca,20079,Salina Cruz,2667
20,Oaxaca,20080,San Agustín Amatengo,993
20,Oaxaca,20081,San Agustín Atenango,973
20,Oaxaca,20082,San Agustín Chayuco,715
20,Oaxaca,20083,San Agustín de las Juntas,2388
20,Oaxaca,20084,San Agustín Etla,3552
20,Oaxaca,20085,San Agustín Loxicha,620
20,Oaxaca,20086,San Agustín Tlacotepec,1334
20,Oaxaca,20087,San Agustín Yatareni,1554
20,Oaxaca,20088,San Andrés Cabecera Nueva,721
20,Oaxaca,20089,San Andrés Dinicuiti,1209
20,Oaxaca,20090,San Andrés Huaxpaltepec,1395
20,Oaxaca,20091,San Andrés Huayápam,4785
20,Oaxaca,20092,San Andrés Ixtlahuaca,1304
20,Oaxaca,20093,San Andrés Lagunas,1175
20,Oaxaca,20094,San Andrés Nuxiño,831
20,Oaxaca,20095,San Andrés Paxtlán,643
20,Oaxaca,20096,San Andrés Sinaxtla,1730
20,Oaxaca,20097,San Andrés Solaga,844
20,Oaxaca,20098,San Andrés Teotilálpam,565
20,Oaxaca,20099,San Andrés Tepetlapa,660
20,Oaxaca,20100,San Andrés Yaá,798
20,Oaxaca,20101,San Andrés Zabache,717
20,Oaxaca,20102,San Andrés Zautla,1921
20,Oaxaca,20103,San Antonino Castillo Velasco,1355
20,Oaxaca,20104,San Antonino el Alto,844
20,Oaxaca,20105,San Antonino Monte Verde,686
20,Oaxaca,20106,San Antonio Acutla,638
20,Oaxaca,20107,San Antonio de la Cal,2402
20,Oaxaca,20108,San Antonio Huitepec,1000
20,Oaxaca,20109,San Antonio Nanahuatípam,1711
20,Oaxaca,20110,San Antonio Sinicahua,667
20,Oaxaca,20111,San Antonio Tepetlapa,852
20,Oaxaca,20112,San Baltazar Chichicápam,1145
20,Oaxaca,20113,San Baltazar Loxicha,679
20,Oaxaca,20114,San Baltazar Yatzachi el Bajo,1122
20,Oaxaca,20115,San Bartolo Coyotepec,3400
20,Oaxaca,20116,San Bartolomé Ayautla,740
20,Oaxaca,20117,San Bartolomé Loxicha,714
20,Oaxaca,20118,San Bartolomé Quialana,821
20,Oaxaca,20119,San Bartolomé Yucuañe,857
20,Oaxaca,20120,San Bartolomé Zoogocho,1698
20,Oaxaca,20121,San Bartolo Soyaltepec,941
20,Oaxaca,20122,San Bartolo Yautepec,857
20,Oaxaca,20123,San Bernardo Mixtepec,762
20,Oaxaca,20124,San Blas Atempa,1093
20,Oaxaca,20125,San Carlos Yautepec,658
20,Oaxaca,20126,San Cristóbal Amatlán,861
20,Oaxaca,20127,San Cristóbal Amoltepec,709
20,Oaxaca,20128,San Cristóbal Lachirioag,1074
20,Oaxaca,20129,San Cristóbal Suchixtlahuaca,1425
20,Oaxaca,20130,San Dionisio del Mar,1022
20,Oaxaca,20131,San Dionisio Ocotepec,952
20,Oaxaca,20132,San Dionisio Ocotlán,1635
20,Oaxaca,20133,San Esteban Atatlahuca,812
20,Oaxaca,20134,San Felipe Jalapa de Díaz,681
20,Oaxaca,20135,San Felipe Tejalápam,964
20,Oaxaca,20136,San Felipe Usila,737
20,Oaxaca,20137,San Francisco Cahuacuá,855
20,Oaxaca,20138,San Francisco Cajonos,1212
20,Oaxaca,20139,San Francisco Chapulapa,495
20,Oaxaca,20140,San Francisco Chindúa,1053
20,Oaxaca,20141,San Francisco del Mar,1143
20,Oaxaca,20142,San Francisco Huehuetlán,676
20,Oaxaca,20143,San Francisco Ixhuatán,1570
20,Oaxaca,20144,San Francisco Jaltepetongo,1169
20,Oaxaca,20145,San Francisco Lachigoló,2432
20,Oaxaca,20146,San Francisco Logueche,601
20,Oaxaca,20147,San Francisco Nuxaño,833
20,Oaxaca,20148,San Francisco Ozolotepec,610
20,Oaxaca,20149,San Francisco Sola,924
20,Oaxaca,20150,San Francisco Telixtlahuaca,2198
20,Oaxaca,20151,San Francisco Teopan,837
20,Oaxaca,20152,San Francisco Tlapancingo,620
20,Oaxaca,20153,San Gabriel Mixtepec,1120
20,Oaxaca,20154,San Ildefonso Amatlán,665
20,Oaxaca,20155,San Ildefonso Sola,785
20,Oaxaca,20156,San Ildefonso Villa Alta,1070
20,Oaxaca,20157,San Jacinto Amilpas,3855
20,Oaxaca,20158,San Jacinto Tlacotepec,638
20,Oaxaca,20159,San Jerónimo Coatlán,632
20,Oaxaca,20160,San Jerónimo Silacayoapilla,791
20,Oaxaca,20161,San Jerónimo Sosola,845
20,Oaxaca,20162,San Jerónimo Taviche,663
20,Oaxaca,20163,San Jerónimo Tecóatl,867
20,Oaxaca,20164,San Jorge Nuchita,564
20,Oaxaca,20165,San José Ayuquila,873
20,Oaxaca,20166,San José Chiltepec,1499
20,Oaxaca,20167,San José del Peñasco,718
20,Oaxaca,20168,San José Estancia Grande,832
20,Oaxaca,20169,San José Independencia,634
20,Oaxaca,20170,San José Lachiguiri,584
20,Oaxaca,20171,San José Tenango,544
20,Oaxaca,20172,San Juan Achiutla,1286
20,Oaxaca,20173,San Juan Atepec,832
20,Oaxaca,20174,Ánimas Trujano,2847
20,Oaxaca,20175,San Juan Bautista Atatlahuca,509
20,Oaxaca,20176,San Juan Bautista Coixtlahuaca,990
20,Oaxaca,20177,San Juan Bautista Cuicatlán,1213
20,Oaxaca,20178,San Juan Bautista Guelache,2532
20,Oaxaca,20179,San Juan Bautista Jayacatlán,766
20,Oaxaca,20180,San Juan Bautista Lo de Soto,1037
20,Oaxaca,20181,San Juan Bautista Suchitepec,730
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,545
20,Oaxaca,20183,San Juan Bautista Tlachichilco,834
20,Oaxaca,20184,San Juan Bautista Tuxtepec,2053
20,Oaxaca,20185,San Juan Cacahuatepec,1686
20,Oaxaca,20186,San Juan Cieneguilla,1000
20,Oaxaca,20187,San Juan Coatzóspam,592
20,Oaxaca,20188,San Juan Colorado,933
20,Oaxaca,20189,San Juan Comaltepec,525
20,Oaxaca,20190,San Juan Cotzocón,1121
20,Oaxaca,20191,San Juan Chicomezúchil,1275
20,Oaxaca,20192,San Juan Chilateca,2256
20,Oaxaca,20193,San Juan del Estado,1586
20,Oaxaca,20194,San Juan del Río,710
20,Oaxaca,20195,San Juan Diuxi,711
20,Oaxaca,20196,San Juan Evangelista Analco,1218
20,Oaxaca,20197,San Juan Guelavía,1327
20,Oaxaca,20198,San Juan Guichicovi,1093
20,Oaxaca,20199,San Juan Ihualtepec,825
20,Oaxaca,20200,San Juan Juquila Mixes,683
20,Oaxaca,20201,San Juan Juquila Vijanos,669
20,Oaxaca,20202,San Juan Lachao,715
20,Oaxaca,20203,San Juan Lachigalla,608
20,Oaxaca,20204,San Juan Lajarcia,786
20,Oaxaca,20205,San Juan Lalana,586
20,Oaxaca,20206,San Juan de los Cués,763
20,Oaxaca,20207,San Juan Mazatlán,805
20,Oaxaca,20208,San Juan Mixtepec -Dto. 08 -,879
20,Oaxaca,20209,San Juan Mixtepec -Dto. 26 -,922
20,Oaxaca,20210,San Juan Ñumí,695
20,Oaxaca,20211,San Juan Ozolotepec,577
20,Oaxaca,20212,San Juan Petlapa,497
20,Oaxaca,20213,San Juan Quiahije,622
20,Oaxaca,20214,San Juan Quiotepec,650
20,Oaxaca,20215,San Juan Sayultepec,1611
20,Oaxaca,20216,San Juan Tabaá,987
20,Oaxaca,20217,San Juan Tamazola,887
20,Oaxaca,20218,San Juan Teita,799
20,Oaxaca,20219,San Juan Teitipac,1117
20,Oaxaca,20220,San Juan Tepeuxila,434
20,Oaxaca,20221,San Juan Teposcolula,1132
20,Oaxaca,20222,San Juan Yaeé,719
20,Oaxaca,20223,San Juan Yatzona,635
20,Oaxaca,20224,San Juan Yucuita,2054
20,Oaxaca,20225,San Lorenzo,713
20,Oaxaca,20226,San Lorenzo Albarradas,685
20,Oaxaca,20227,San Lorenzo Cacaotepec,2545
20,Oaxaca,20228,San Lorenzo Cuaunecuiltitla,612
20,Oaxaca,20229,San Lorenzo Texmelúcan,534
20,Oaxaca,20230,San Lorenzo Victoria,1031
20,Oaxaca,20231,San Lucas Camotlán,818
20,Oaxaca,20232,San Lucas Ojitlán,708
20,Oaxaca,20233,San Lucas Quiaviní,1029
20,Oaxaca,20234,San Lucas Zoquiápam,677
20,Oaxaca,20235,San Luis Amatlán,707
20,Oaxaca,20236,San Marcial Ozolotepec,625
20,Oaxaca,20237,San Marcos Arteaga,1103
20,Oaxaca,20238,San Martín de los Cansecos,1153
20,Oaxaca,20239,San Martín Huamelúlpam,1235
20,Oaxaca,20240,San Martín Itunyoso,637
20,Oaxaca,20241,San Martín Lachilá,1010
20,Oaxaca,20242,San Martín Peras,589
20,Oaxaca,20243,San Martín Tilcajete,1499
20,Oaxaca,20244,San Martín Toxpalan,691
20,Oaxaca,20245,San Martín Zacatepec,813
20,Oaxaca,20246,San Mateo Cajonos,1005
20,Oaxaca,20247,Capulálpam de Méndez,1867
20,Oaxaca,20248,San Mateo del Mar,893
20,Oaxaca,20249,San Mateo Yoloxochitlán,1093
20,Oaxaca,20250,San Mateo Etlatongo,1071
